event_type,attendance,location_type,weather_factor,density_veh_per_km,queue_length_veh,label
Construction,214,Suburban,26.3419,88.97,62.55,Gridlock
Sporting Event,98192,Highway,31.5817,83.72,60.74,Gridlock
Accident,461,Highway,26.5923,96.5,63.23,Gridlock
Other,965,Urban,141.9145,28.16,11.69,Moderate
Accident,70,Highway,76.4216,62.09,22.74,Heavy
Accident,983,Highway,268.1514,10.83,2.69,Free-flow
Concert,59633,Urban,22.1878,86.23,63.0,Gridlock
Accident,375,Urban,272.3782,10.66,1.41,Free-flow
Other,613,Suburban,286.1501,11.55,2.08,Free-flow
Sporting Event,19612,Suburban,88.0412,59.01,22.39,Heavy
Concert,17594,Highway,21.4056,85.48,55.97,Gridlock
Accident,318,Highway,80.6989,60.63,25.41,Heavy
Construction,655,Highway,273.9242,9.58,1.84,Free-flow
Accident,600,Suburban,306.4408,6.41,1.15,Free-flow
Sporting Event,61449,Rural,286.4302,9.58,1.29,Free-flow
Accident,371,Urban,89.6696,66.06,21.73,Heavy
Construction,258,Suburban,273.186,9.46,1.86,Free-flow
Accident,456,Highway,155.1787,30.62,9.02,Moderate
Construction,699,Urban,29.5206,89.81,51.19,Gridlock
Other,595,Suburban,25.3533,88.04,62.88,Gridlock
Sporting Event,28729,Highway,140.6196,28.39,10.47,Moderate
Concert,21597,Suburban,286.9059,10.01,-0.1,Moderate
Sporting Event,27669,Suburban,163.4712,27.05,10.49,Moderate
Construction,305,Highway,153.8616,28.28,7.27,Moderate
Construction,574,Suburban,278.9357,11.77,1.46,Free-flow
Sporting Event,55977,Urban,29.4719,85.62,65.79,Gridlock
Construction,615,Highway,56.5377,60.15,27.95,Heavy
Accident,911,Highway,150.9075,28.29,11.75,Moderate
Other,22,Suburban,287.1169,7.32,2.79,Free-flow
Parade,92478,Highway,28.2735,93.44,61.9,Gridlock
Accident,172,Suburban,76.8633,64.35,23.54,Heavy
Accident,356,Urban,77.3925,59.93,21.84,Heavy
Construction,947,Suburban,29.4515,89.35,60.25,Gridlock
Sporting Event,4386,Suburban,65.3402,53.02,22.87,Heavy
Construction,418,Urban,280.4709,7.14,3.57,Free-flow
Sporting Event,23636,Urban,26.9642,88.38,55.35,Gridlock
Accident,621,Urban,67.1785,56.19,24.68,Heavy
Construction,652,Urban,172.7234,29.63,10.76,Moderate
Accident,456,Suburban,18.2801,87.89,61.44,Gridlock
Accident,730,Suburban,277.894,6.31,1.24,Free-flow
Other,221,Suburban,170.2125,32.94,8.08,Moderate
Sporting Event,11743,Urban,87.3686,60.69,27.9,Heavy
Construction,263,Suburban,78.2578,58.35,23.03,Heavy
Sporting Event,96848,Suburban,55.4981,59.68,21.77,Heavy
Concert,40524,Urban,290.1813,9.14,3.1,Free-flow
Construction,589,Rural,80.9425,57.91,23.1,Heavy
Other,245,Urban,273.0728,7.57,2.78,Free-flow
Concert,3371,Suburban,169.6137,34.67,11.77,Moderate
Parade,17060,Urban,94.728,63.69,24.66,Heavy
Parade,88262,Urban,253.9275,11.55,2.42,Free-flow
Accident,595,Suburban,262.8809,14.57,1.96,Free-flow
Sporting Event,23755,Urban,279.276,10.61,3.37,Free-flow
Construction,917,Highway,88.909,60.46,26.8,Heavy
Parade,20787,Suburban,80.4444,60.67,22.85,Heavy
Concert,49091,Suburban,176.7208,25.72,13.45,Moderate
Construction,511,Suburban,74.7441,60.28,27.63,Heavy
Concert,35148,Highway,141.603,27.16,9.58,Moderate
Other,618,Suburban,158.1898,28.53,10.26,Moderate
Sporting Event,45604,Urban,24.3926,88.77,62.15,Gridlock
Accident,452,Urban,149.8889,33.77,10.12,Moderate
Construction,541,Urban,264.2546,9.51,1.58,Free-flow
Concert,10711,Suburban,18.1011,91.04,59.6,Gridlock
Other,883,Urban,77.9096,57.48,26.99,Heavy
Accident,349,Urban,151.3494,28.57,12.08,Moderate
Accident,983,Urban,276.5547,8.64,1.85,Free-flow
Accident,784,Suburban,159.5759,29.64,9.54,Moderate
Accident,134,Highway,158.8277,30.95,11.21,Moderate
Accident,350,Highway,133.1165,35.56,9.65,Moderate
Accident,399,Highway,25.1106,88.79,57.54,Gridlock
Accident,326,Highway,24.9246,90.33,54.67,Gridlock
Accident,38,Urban,26.1187,90.85,62.13,Gridlock
Construction,188,Urban,301.8398,10.45,1.86,Free-flow
Other,41,Urban,256.5249,9.17,2.13,Free-flow
Accident,193,Urban,74.6259,60.35,27.58,Heavy
Accident,680,Suburban,151.7248,29.39,9.5,Moderate
Other,409,Suburban,165.2673,25.69,11.68,Moderate
Concert,60678,Suburban,171.4269,32.62,8.16,Moderate
Construction,177,Suburban,74.2307,58.94,24.07,Heavy
Concert,83833,Urban,150.6954,30.72,7.85,Moderate
Construction,512,Suburban,100.0802,62.11,24.76,Heavy
Other,240,Urban,61.0175,62.26,23.72,Heavy
Accident,390,Urban,161.8811,29.22,9.95,Moderate
Sporting Event,80770,Urban,151.9932,30.27,10.85,Moderate
Construction,786,Suburban,287.1108,10.31,2.79,Free-flow
Concert,45162,Urban,279.3659,15.23,1.1,Free-flow
Other,754,Highway,149.4995,30.75,7.12,Moderate
Accident,989,Urban,60.6454,61.15,24.66,Heavy
Sporting Event,63575,Urban,290.0989,10.12,2.52,Free-flow
Construction,570,Suburban,26.4575,86.84,68.23,Gridlock
Concert,68094,Urban,279.8943,11.42,2.68,Free-flow
Parade,89493,Urban,263.7188,9.99,1.88,Free-flow
Concert,52988,Urban,160.3421,29.52,10.27,Moderate
Sporting Event,30768,Urban,174.0349,30.13,10.32,Moderate
Parade,31333,Urban,284.7339,8.67,2.7,Free-flow
Construction,246,Rural,24.5151,87.11,61.44,Gridlock
Accident,479,Suburban,78.5011,54.74,25.04,Heavy
Other,337,Urban,88.9386,58.28,22.9,Heavy
Parade,40220,Rural,65.485,57.33,28.49,Heavy
Accident,879,Highway,263.9872,7.8,3.29,Free-flow
Sporting Event,68760,Suburban,22.8524,97.06,58.81,Gridlock
Concert,4591,Suburban,89.9486,59.81,30.26,Heavy
Sporting Event,68242,Highway,98.4175,62.7,28.02,Heavy
Accident,991,Suburban,76.475,61.06,26.95,Heavy
Construction,762,Urban,24.515,88.09,64.64,Gridlock
Parade,67347,Urban,277.9058,10.07,1.55,Free-flow
Sporting Event,9457,Highway,83.6443,58.16,21.97,Heavy
Parade,8563,Rural,80.785,61.42,25.05,Heavy
Accident,405,Suburban,78.4274,62.58,28.58,Heavy
Sporting Event,55706,Rural,92.91,64.2,27.76,Heavy
Sporting Event,4825,Urban,300.468,9.08,2.44,Free-flow
Construction,976,Urban,151.7508,35.0,8.58,Moderate
Construction,549,Highway,169.2416,28.1,9.17,Moderate
Accident,851,Highway,83.5639,54.69,23.57,Heavy
Concert,18230,Urban,23.7391,93.41,59.82,Gridlock
Parade,78976,Suburban,156.9131,31.86,10.12,Moderate
Accident,30,Urban,25.792,94.81,61.63,Gridlock
Construction,286,Urban,265.7388,9.41,0.98,Free-flow
Accident,190,Rural,26.276,86.6,56.72,Gridlock
Construction,132,Suburban,136.0903,29.27,11.4,Moderate
Construction,967,Urban,192.8431,24.94,10.29,Moderate
Construction,662,Suburban,171.8883,28.85,9.62,Moderate
Parade,31343,Urban,90.069,56.61,24.73,Heavy
Parade,83916,Suburban,150.2094,29.4,10.7,Moderate
Accident,654,Suburban,28.5169,95.69,58.53,Gridlock
Construction,577,Suburban,23.17,89.25,56.8,Gridlock
Accident,31,Urban,171.9398,29.56,9.72,Moderate
Concert,9455,Highway,28.8672,84.6,67.85,Gridlock
Construction,594,Urban,163.7366,26.94,10.29,Moderate
Sporting Event,36516,Suburban,76.9892,62.51,23.69,Heavy
Accident,861,Rural,65.3537,55.42,26.24,Heavy
Construction,118,Urban,73.0314,56.77,25.58,Heavy
Construction,415,Suburban,141.0144,28.18,12.34,Moderate
Accident,424,Rural,78.1174,57.99,22.45,Heavy
Other,69,Suburban,171.7469,29.12,9.15,Moderate
Concert,79955,Suburban,269.3196,10.83,0.52,Free-flow
Accident,654,Highway,283.0981,11.05,3.03,Free-flow
Other,598,Urban,269.6719,12.35,2.21,Free-flow
Construction,656,Urban,25.384,91.35,65.75,Gridlock
Accident,627,Highway,75.9912,54.32,23.71,Heavy
Accident,214,Rural,26.4988,93.14,63.23,Gridlock
Sporting Event,70138,Suburban,82.4157,59.88,19.09,Heavy
Concert,59543,Highway,27.5021,91.73,62.94,Gridlock
Accident,659,Urban,150.4244,33.38,11.71,Moderate
Accident,526,Suburban,70.1017,59.72,29.0,Heavy
Construction,615,Suburban,102.7123,62.85,20.69,Heavy
Construction,605,Suburban,267.0799,7.33,1.95,Free-flow
Construction,25,Highway,271.3798,11.54,1.0,Free-flow
Parade,93618,Urban,260.7386,11.25,2.11,Free-flow
Sporting Event,27449,Suburban,20.4214,92.67,59.05,Gridlock
Concert,47580,Rural,83.4864,60.98,23.01,Heavy
Other,409,Suburban,275.0365,10.9,2.74,Free-flow
Accident,415,Rural,293.7594,7.58,2.02,Free-flow
Accident,716,Highway,153.7793,33.83,8.76,Moderate
Parade,91388,Urban,81.0039,62.93,23.92,Heavy
Parade,81782,Suburban,161.1175,28.63,11.1,Moderate
Accident,794,Suburban,272.8595,14.12,1.19,Free-flow
Construction,281,Suburban,278.2515,9.24,1.66,Free-flow
Construction,983,Highway,29.9546,87.93,61.04,Gridlock
Sporting Event,6311,Suburban,285.7685,9.53,2.23,Free-flow
Other,878,Urban,303.5547,7.16,1.34,Free-flow
Sporting Event,22215,Suburban,268.8553,11.78,2.15,Free-flow
Other,843,Urban,164.1634,28.11,11.59,Moderate
Accident,918,Urban,81.4526,61.49,25.92,Heavy
Accident,298,Urban,177.9562,30.99,7.94,Moderate
Construction,46,Highway,148.3839,28.38,11.63,Moderate
Other,534,Urban,272.0254,9.12,3.21,Free-flow
Construction,344,Suburban,26.4533,94.48,58.33,Gridlock
Construction,415,Highway,162.6201,25.95,10.07,Moderate
Sporting Event,57091,Suburban,283.1319,12.12,3.63,Free-flow
Accident,296,Highway,25.1393,80.44,60.32,Gridlock
Accident,651,Suburban,294.6029,11.96,0.62,Free-flow
Sporting Event,29571,Rural,80.6748,61.86,24.18,Heavy
Concert,17823,Suburban,163.5203,26.78,11.65,Moderate
Sporting Event,71675,Suburban,25.9291,90.2,60.35,Gridlock
Construction,79,Urban,267.6123,7.44,2.17,Free-flow
Parade,27599,Urban,274.1101,9.36,0.35,Free-flow
Accident,123,Urban,260.0727,10.44,2.18,Free-flow
Parade,71447,Suburban,248.4923,7.93,2.18,Free-flow
Other,78,Urban,32.8869,86.53,57.54,Gridlock
Accident,695,Urban,302.3048,13.53,1.47,Free-flow
Concert,4538,Suburban,31.3891,87.79,64.75,Gridlock
Construction,250,Urban,146.3491,29.63,10.27,Moderate
Accident,38,Urban,281.101,8.39,1.47,Free-flow
Sporting Event,14888,Rural,269.3989,7.83,2.44,Free-flow
Concert,17813,Urban,289.7574,12.74,2.4,Free-flow
Parade,5733,Highway,157.0665,31.45,9.89,Moderate
Sporting Event,64743,Urban,167.05,30.49,9.71,Moderate
Construction,343,Urban,58.3126,64.78,21.85,Heavy
Sporting Event,47819,Suburban,63.8796,60.95,25.07,Heavy
Concert,11630,Urban,163.3639,27.95,9.7,Moderate
Construction,531,Suburban,22.7051,93.01,60.01,Gridlock
Other,922,Highway,26.8571,93.17,64.9,Gridlock
Construction,144,Urban,272.4367,11.4,0.8,Free-flow
Sporting Event,23745,Highway,21.3202,83.17,60.24,Gridlock
Concert,12033,Suburban,90.5817,58.39,27.29,Heavy
Sporting Event,5151,Urban,296.7936,8.33,1.17,Free-flow
Parade,15890,Highway,289.4382,9.47,1.46,Free-flow
Accident,20,Urban,163.6348,28.22,10.35,Moderate
Accident,269,Rural,160.4568,32.43,10.1,Moderate
Sporting Event,52814,Rural,65.4038,55.35,24.57,Heavy
Accident,457,Highway,277.6661,11.19,2.09,Free-flow
Accident,122,Suburban,70.2642,57.8,23.94,Heavy
Sporting Event,50770,Suburban,170.9984,29.22,12.2,Moderate
Accident,815,Suburban,23.2232,86.74,54.02,Gridlock
Construction,130,Suburban,311.2057,8.52,2.2,Free-flow
Concert,72388,Urban,79.4998,66.31,22.88,Heavy
Accident,334,Urban,294.657,9.56,1.36,Free-flow
Accident,473,Urban,156.819,29.18,8.59,Moderate
Accident,969,Highway,186.9779,33.85,11.57,Moderate
Accident,493,Urban,148.4904,28.98,8.12,Moderate
Accident,793,Suburban,291.4986,10.0,0.75,Free-flow
Accident,503,Suburban,281.8018,9.1,1.52,Free-flow
Construction,538,Highway,269.3497,10.81,2.87,Free-flow
Concert,57109,Suburban,253.983,9.94,3.05,Free-flow
Accident,133,Urban,275.2532,9.05,2.44,Free-flow
Accident,71,Urban,23.9792,101.1,61.7,Gridlock
Construction,494,Suburban,57.66,60.68,22.61,Heavy
Accident,586,Urban,28.1838,87.78,58.52,Gridlock
Construction,880,Urban,87.6221,60.02,22.65,Heavy
Sporting Event,24350,Urban,155.5672,35.87,12.83,Moderate
Parade,73019,Urban,140.6848,24.76,9.89,Moderate
Concert,30286,Suburban,171.4591,34.46,9.71,Moderate
Sporting Event,73404,Rural,272.0354,13.95,2.22,Free-flow
Parade,9326,Urban,291.5389,9.1,1.39,Free-flow
Sporting Event,49618,Urban,98.5904,65.58,27.85,Heavy
Parade,18416,Rural,278.5749,10.93,0.88,Free-flow
Construction,667,Urban,172.7985,26.62,10.12,Moderate
Accident,293,Suburban,88.1917,61.03,22.51,Heavy
Parade,50036,Suburban,147.4529,34.5,10.96,Moderate
Accident,746,Urban,72.4393,61.65,24.8,Heavy
Sporting Event,93619,Highway,173.1523,31.35,9.08,Moderate
Parade,58686,Rural,24.6969,88.88,69.75,Gridlock
Accident,388,Suburban,179.3772,27.82,11.19,Moderate
Concert,87360,Urban,294.2841,14.39,1.94,Free-flow
Accident,113,Highway,294.2189,9.2,1.73,Free-flow
Accident,232,Suburban,173.58,25.13,11.19,Moderate
Parade,60098,Urban,288.5984,11.86,0.4,Free-flow
Parade,92877,Urban,271.9728,8.03,3.04,Free-flow
Concert,88804,Suburban,262.3504,12.12,2.79,Free-flow
Accident,204,Suburban,279.5555,10.49,0.39,Free-flow
Accident,872,Suburban,146.2555,27.09,9.27,Moderate
Construction,228,Urban,166.3562,33.44,11.71,Moderate
Accident,18,Suburban,154.0511,26.03,10.94,Moderate
Concert,64664,Highway,172.1364,41.67,10.73,Moderate
Concert,81914,Urban,25.025,91.98,61.33,Gridlock
Construction,157,Rural,155.7945,28.39,10.53,Moderate
Accident,829,Urban,62.7283,60.08,22.64,Heavy
Other,828,Urban,28.7907,88.82,53.5,Gridlock
Construction,67,Rural,23.5298,90.99,53.24,Gridlock
Parade,59178,Highway,88.0271,60.4,24.8,Heavy
Construction,120,Urban,87.383,63.11,23.27,Heavy
Concert,89995,Suburban,161.6606,33.13,8.43,Heavy
Parade,47653,Highway,24.4882,95.4,59.53,Gridlock
Accident,636,Urban,318.6656,8.44,1.6,Free-flow
Concert,68790,Urban,158.8789,25.84,9.35,Moderate
Other,94,Highway,97.9942,59.72,26.73,Heavy
Construction,519,Highway,300.8363,10.43,2.36,Free-flow
Construction,452,Suburban,24.0236,91.31,63.58,Gridlock
Parade,19350,Suburban,20.6159,85.73,56.96,Gridlock
Construction,169,Rural,163.7726,31.07,11.42,Moderate
Accident,651,Rural,269.6916,6.55,0.27,Free-flow
Construction,398,Suburban,132.9611,29.11,11.29,Moderate
Concert,77155,Urban,153.2236,30.49,12.34,Moderate
Accident,56,Urban,291.6953,10.85,1.61,Free-flow
Parade,86033,Suburban,73.0616,62.26,24.24,Heavy
Concert,68724,Urban,261.4287,7.95,1.82,Free-flow
Accident,74,Urban,159.1574,27.64,7.38,Moderate
Accident,170,Suburban,24.5859,91.13,64.12,Gridlock
Sporting Event,61237,Urban,16.4359,93.17,59.13,Gridlock
Construction,167,Suburban,166.7667,30.6,8.88,Moderate
Concert,49397,Suburban,161.5546,25.41,11.44,Moderate
Sporting Event,30181,Urban,79.5537,55.68,26.02,Heavy
Concert,21435,Suburban,282.3182,9.35,3.1,Free-flow
Other,880,Suburban,31.0554,88.61,68.64,Gridlock
Concert,70003,Urban,23.4823,89.95,63.48,Gridlock
Accident,873,Highway,154.5656,29.63,9.35,Moderate
Accident,465,Highway,298.6834,8.03,1.36,Free-flow
Construction,501,Suburban,285.9566,12.26,2.4,Free-flow
Construction,899,Urban,24.8604,90.95,57.48,Gridlock
Parade,57036,Suburban,19.882,93.73,57.21,Gridlock
Accident,148,Urban,182.0275,28.83,8.77,Moderate
Accident,150,Highway,164.8648,29.3,11.58,Moderate
Accident,749,Urban,273.848,8.25,1.59,Free-flow
Other,344,Urban,79.2486,64.07,29.23,Heavy
Construction,247,Suburban,167.0495,30.77,9.11,Moderate
Sporting Event,5540,Suburban,287.3161,9.38,1.19,Free-flow
Parade,66035,Highway,188.3406,32.3,12.21,Moderate
Other,941,Rural,267.6007,12.39,2.34,Free-flow
Other,260,Urban,85.5114,57.79,19.68,Heavy
Accident,841,Highway,60.9046,60.8,25.76,Heavy
Construction,280,Suburban,152.6452,29.3,9.13,Moderate
Sporting Event,89707,Urban,69.8927,54.27,26.41,Heavy
Construction,954,Highway,154.6925,37.38,4.65,Moderate
Concert,34886,Highway,28.8721,85.1,61.43,Gridlock
Concert,31950,Rural,88.9659,62.91,28.49,Heavy
Construction,438,Suburban,71.2807,58.29,30.13,Heavy
Accident,584,Urban,136.2857,31.91,9.38,Moderate
Accident,654,Urban,157.1832,31.33,10.12,Moderate
Parade,15767,Suburban,82.9869,63.45,27.33,Heavy
Construction,56,Urban,152.3477,28.49,7.66,Moderate
Construction,995,Urban,27.262,93.4,61.11,Gridlock
Construction,47,Highway,25.2374,91.37,63.27,Gridlock
Sporting Event,11917,Highway,292.5408,6.12,1.56,Free-flow
Accident,596,Suburban,67.6017,56.34,24.05,Heavy
Construction,636,Rural,22.1565,85.87,57.18,Gridlock
Other,135,Suburban,261.3159,9.18,2.01,Free-flow
Concert,45442,Highway,294.7561,11.25,1.6,Free-flow
Construction,180,Suburban,260.0857,13.75,2.39,Free-flow
Other,465,Urban,146.9491,30.26,9.24,Moderate
Construction,622,Urban,78.7888,59.66,26.2,Heavy
Construction,77,Urban,26.1355,86.79,57.06,Gridlock
Sporting Event,13666,Suburban,273.8063,12.65,1.33,Free-flow
Construction,970,Urban,77.1966,57.42,20.49,Heavy
Accident,58,Highway,73.7352,61.04,25.22,Heavy
Sporting Event,75667,Highway,286.6703,11.12,1.87,Free-flow
Sporting Event,40298,Urban,79.5576,60.14,25.35,Heavy
Concert,56223,Urban,159.1787,25.86,11.85,Moderate
Concert,46770,Urban,152.7834,34.33,8.65,Moderate
Other,272,Rural,164.6493,35.83,12.99,Moderate
Sporting Event,49980,Urban,143.0601,33.61,8.51,Moderate
Sporting Event,93593,Urban,32.1085,90.45,58.4,Gridlock
Accident,168,Suburban,275.9733,12.22,2.43,Free-flow
Accident,367,Urban,22.3433,92.43,62.98,Gridlock
Accident,152,Highway,110.5223,61.26,24.07,Heavy
Construction,903,Suburban,165.2742,27.67,6.45,Moderate
Concert,69420,Urban,77.9379,63.15,27.37,Heavy
Accident,132,Suburban,271.9925,10.52,1.0,Free-flow
Accident,842,Urban,25.0069,87.0,58.79,Gridlock
Other,922,Rural,173.559,30.34,12.92,Moderate
Parade,34942,Highway,263.0805,10.5,2.12,Free-flow
Construction,630,Suburban,268.7086,9.15,3.95,Free-flow
Other,108,Highway,194.6263,31.6,9.16,Moderate
Accident,63,Urban,270.5891,10.56,1.26,Free-flow
Concert,81145,Urban,23.367,88.28,65.15,Gridlock
Accident,356,Urban,161.8226,30.72,10.99,Moderate
Construction,513,Suburban,284.3047,9.55,2.1,Free-flow
Other,71,Urban,24.359,86.51,64.38,Gridlock
Other,489,Urban,22.9949,93.77,61.05,Gridlock
Concert,61410,Urban,20.2727,89.58,63.35,Gridlock
Accident,530,Suburban,26.0395,88.74,56.54,Gridlock
Accident,622,Suburban,89.2519,63.65,23.21,Heavy
Sporting Event,65531,Highway,85.6175,62.22,23.87,Heavy
Sporting Event,69116,Rural,258.4707,11.15,2.15,Free-flow
Other,8,Highway,88.8623,62.02,23.6,Heavy
Sporting Event,2654,Urban,133.6771,27.15,9.92,Moderate
Construction,533,Urban,24.8075,86.14,60.32,Gridlock
Accident,573,Urban,268.8474,12.43,1.96,Free-flow
Sporting Event,44285,Rural,244.8862,11.53,2.59,Free-flow
Accident,585,Urban,23.9325,90.21,58.28,Gridlock
Accident,791,Suburban,26.2896,92.13,60.29,Gridlock
Accident,358,Suburban,169.3417,23.81,8.82,Moderate
Accident,163,Highway,160.2338,24.33,10.06,Moderate
Construction,920,Urban,152.0025,31.01,12.32,Moderate
Concert,24640,Urban,169.8822,30.04,8.99,Moderate
Construction,439,Suburban,258.0998,11.87,4.16,Free-flow
Other,450,Rural,170.4846,29.65,6.3,Moderate
Other,834,Urban,274.6638,9.49,2.77,Free-flow
Concert,14312,Rural,167.5447,27.55,10.87,Moderate
Construction,10,Suburban,167.6182,37.1,11.12,Moderate
Sporting Event,99299,Suburban,255.9141,9.41,1.21,Free-flow
Accident,962,Urban,74.9421,60.9,26.45,Heavy
Accident,757,Suburban,21.9881,88.83,57.09,Gridlock
Concert,91175,Suburban,285.5882,6.42,2.52,Free-flow
Parade,27933,Urban,270.1681,10.55,0.98,Free-flow
Accident,504,Urban,28.528,86.69,57.76,Gridlock
Sporting Event,71690,Suburban,28.7695,91.91,54.3,Gridlock
Accident,757,Rural,165.7729,28.94,10.07,Moderate
Accident,428,Suburban,85.3619,64.68,25.3,Heavy
Sporting Event,75315,Urban,26.1604,88.3,59.66,Gridlock
Accident,812,Rural,292.1672,7.91,1.84,Free-flow
Accident,110,Suburban,23.9631,86.6,61.94,Gridlock
Construction,560,Highway,305.7594,8.83,2.66,Free-flow
Parade,34056,Suburban,160.7285,28.88,11.02,Moderate
Sporting Event,96566,Rural,157.8646,26.27,9.11,Moderate
Construction,476,Highway,28.1973,89.36,63.03,Gridlock
Concert,76089,Rural,175.9267,27.87,11.39,Moderate
Other,323,Suburban,27.8425,84.89,63.51,Gridlock
Concert,99359,Urban,275.374,9.51,2.22,Free-flow
Construction,353,Urban,159.2931,31.49,9.54,Moderate
Concert,66733,Suburban,164.5845,28.22,7.81,Moderate
Construction,882,Rural,159.9347,29.39,8.51,Moderate
Sporting Event,93103,Urban,83.4873,56.64,25.32,Heavy
Concert,98958,Suburban,292.1712,11.84,1.33,Free-flow
Sporting Event,16705,Urban,272.6936,13.26,2.06,Free-flow
Accident,980,Highway,172.4582,28.44,7.93,Moderate
Accident,604,Urban,21.6999,85.14,62.63,Gridlock
Construction,898,Rural,167.8329,32.25,9.22,Moderate
Sporting Event,30690,Suburban,25.1156,90.16,63.15,Gridlock
Other,94,Urban,149.2187,28.72,6.49,Moderate
Concert,12955,Urban,73.7945,59.1,30.46,Heavy
Parade,45500,Suburban,31.132,88.71,59.27,Gridlock
Parade,50045,Suburban,77.2483,59.77,28.4,Heavy
Other,369,Urban,283.1372,9.31,2.24,Free-flow
Sporting Event,26473,Highway,29.2492,91.26,59.47,Gridlock
Sporting Event,8319,Suburban,85.9752,56.59,28.16,Heavy
Construction,245,Suburban,96.6051,57.08,29.8,Moderate
Sporting Event,58723,Highway,94.5533,61.28,25.01,Heavy
Construction,152,Highway,24.4604,89.96,55.36,Gridlock
Accident,942,Suburban,148.5883,26.96,10.55,Moderate
Sporting Event,59561,Urban,155.9163,31.69,12.23,Moderate
Accident,89,Rural,27.8659,93.48,57.15,Gridlock
Other,937,Highway,158.2667,29.48,11.63,Moderate
Construction,210,Highway,156.6192,27.79,7.58,Moderate
Concert,13036,Suburban,21.423,88.1,60.42,Gridlock
Parade,4168,Highway,61.9884,59.06,27.65,Heavy
Parade,51348,Urban,24.8701,89.45,56.43,Gridlock
Construction,964,Urban,282.5788,10.16,3.34,Free-flow
Construction,814,Highway,160.2204,32.66,13.29,Moderate
Parade,61559,Urban,259.5648,9.8,1.9,Free-flow
Construction,79,Highway,276.4908,8.54,2.41,Free-flow
Construction,699,Urban,71.6327,59.42,23.23,Heavy
Accident,857,Suburban,285.2337,10.7,1.32,Free-flow
Accident,561,Highway,170.5884,29.02,11.05,Moderate
Concert,15882,Urban,90.6511,61.62,29.33,Heavy
Construction,606,Suburban,274.7841,10.99,1.19,Free-flow
Accident,56,Suburban,75.7528,61.83,25.7,Heavy
Accident,534,Rural,161.9696,34.17,8.85,Moderate
Construction,152,Suburban,22.525,89.89,65.01,Gridlock
Accident,804,Suburban,59.7471,61.46,22.86,Heavy
